"NAME","MEETINGNAME__C","MEETINGNO__C","TT_TIMESTAMPBYL__C","TT_NAMEFORTICKET__C","TT_STARTDATE__C","TT_ENDDATE__C","TT_CANCEL__C","TT_ITEMNAME__C","TT_INTERNALORDERTAXABLE__C","TT_INTERNALORDERNONTAXABLE__C","TT_ACCOUNTCODETAXABLE__C","TT_ACCOUNTCODENONTAXABLE__C","TT_ZETIACODE__C","TT_NUMBEROFINVITEDMEMBEREMPEXCEPT__C","TT_NUMBEROFINVITEDMEMBEREMP__C","TT_SRM_ORDERCLASSIFICATION__C","TT_PLANPERSONBU_NAMEEN__C","TT_PLANPERSONAREANAME__C","TT_PLANPERSONFS_NAME__C","TT_PLANPERSONNAMEKANJI__C","TT_PLANPERSONNAME__C","TT_PLANPERSONEMAIL__C","TT_PLANPERSONMOBILEMAIL__C","TT_PLANPERSONMOBILE__C","TT_PLANPERSONPHONE__C","TT_COSTCENTER__C","TT_ARRANGEPERSONBU_NAMEEN__C","TT_ARRANGEPERSONAREANAME__C","TT_ARRANGEPERSONFS_NAME__C","TT_ARRANGEPERSONNAMEKANJI__C","TT_ARRANGEPERSONNAME__C","TT_ARRANGEPERSONPHONE__C","TT_ARRANGEPERSONEMAIL__C","TT_ARRANGEPERSONMOBILE__C","TT_ARRANGEPERSONMOBILEMAIL__C","TT_BUDGETTAXABLETOTAL__C","TT_BUDGETNONTAXABLETOTAL__C","TT_BUDGETTAXABLEPARTY__C","TT_BUDGETTAXABLEDISCUSSION__C","TT_MEETINGPLACENAME__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","INVALID__C"
"ACTIS-TEST-CCB2-018-交通手配のメッセージ","ACTIS-TEST-CCB2-018-交通手配のメッセージ","MTG14-00004573","20141022073457","","20141031","20141031","0","アダラートＣＲ","G3YA00100112","GDYA00100112","6831200","6701000","","0.0","0.0","0","OPH","関東","関東","後藤 剛","Goto Takeshi","takeshi.goto@bayer.com.fullsand","byl.0797.2870@docomo.ne.jp","+81-90-1891-7203","","YA006S3011","OPH","関東","関東","後藤 剛","Goto Takeshi","","takeshi.goto@bayer.com.fullsand","+81-90-1891-7203","byl.0797.2870@docomo.ne.jp","0.0","100000.0","0.0","0.0","神田グランドホテル","1.0","2014-10-22T07:34:57.000Z","false"
"テスト説明会","テスト説明会","MTG14-00004574","20141202055856","","20141024","20141024","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","10000.0","0.0","0.0","","0.0","2014-12-02T05:58:56.000Z","true"
"テスト説明会","テスト説明会","MTG14-00004575","20141024013209","","20141024","20141024","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","10000.0","0.0","0.0","","0.0","2014-10-24T01:32:09.000Z","true"
"テスト説明会","テスト説明会","MTG14-00004576","20141024024306","","20141024","20141024","1","ゼチーア","","GDYA00100735","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","10000.0","0.0","0.0","","0.0","2014-10-24T02:43:06.000Z","false"
"(Test)講演会レコード","＊＊会合","MTG14-00004577","20141027030418","","20141029","20141029","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6844000","","0.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-10-27T03:04:18.000Z","false"
"共催講演会デモ用 Otsu","CCCC学会共催講演会デモ用 Otsu","MTG14-00004578","20141028012357","共催講演会デモ用","20141029","20141029","0","スチバーガ","G3YA00201350","GDYA00201350","6831200","","","50.0","5.0","0","R&I","西日本","中国","安部 憲明","Abe Noriaki","nozomi.test1@bayer.com","byl.0629.8149@docomo.ne.jp","+81-90-1581-3469","81(82)511-0666","YA006D6261","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","50000.0","500000.0","50000.0","0.0","AAAホテル","0.0","2014-10-28T01:23:57.000Z","true"
"デモ用大津","デモ用（計画）","MTG14-00004579","20141028022743","","20141030","20141030","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6844000","","0.0","0.0","0","R&I","西日本","中国","安部 憲明","Abe Noriaki","nozomi.test1@bayer.com","byl.0629.8149@docomo.ne.jp","+81-90-1581-3469","81(82)511-0666","YA006D6261","R&I","西日本","中国","安部 憲明","Abe Noriaki","81(82)511-0666","nozomi.test1@bayer.com","+81-90-1581-3469","byl.0629.8149@docomo.ne.jp","0.0","500000.0","0.0","0.0","","0.0","2014-10-28T02:27:43.000Z","false"
"ONH　西日本営業所　コージネイトFS BioSet","第６回 山陰凝固研究会","MTG14-00004580","20141029072145","第６回 山陰凝固研究","20141031","20141031","0","コージネイトＦＳＢＳ","G3YA00100520","GDYA00100520","6831200","6844000","","30.0","0.0","0","ONH","血液","西日本","米田 善彦","Komeda Yoshihiko","yoshihiko.komeda@bayer.com.fullsand","byl.0606.01852@docomo.ne.jp","+81-90-5123-6815","","YA00682160","ONH","血液","西日本","米田 善彦","Komeda Yoshihiko","","yoshihiko.komeda@bayer.com.fullsand","+81-90-5123-6815","byl.0606.01852@docomo.ne.jp","0.0","200000.0","0.0","0.0","米子コンベンションセンター","0.0","2014-10-29T07:21:45.000Z","false"
"その他会合・契約（PD/MAF）テスト","テストaa","MTG14-00004581","20150217073317","","20150205","20150205","0","","11111","11111","6831200","6831300","","0.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","60000.0","0.0","0.0","","1.0","2015-02-17T07:33:17.000Z","false"
"aaa","","MTG14-00004582","20141030063422","","","","0","","a","a","6831200","6831300","","0.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-10-30T06:34:22.000Z","false"
"東京大学ゼチーア説明会_２０１４１２１５","","MTG14-00004583","20141104063924","","20141215","20141215","1","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","10.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-04T06:39:24.000Z","false"
"東京大学ゼチーア説明会_20141104","","MTG14-00004584","20141104063918","","20141104","20141104","1","ゼチーア","","GDYA00100735","6831200","6844000","ZZAR14","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-04T06:39:18.000Z","false"
"昌子練習_20141104","","MTG14-00004585","20141104064208","","20141105","20141105","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","ZZARLM","0.0","0.0","0","R&I","西日本","中国","安部 憲明","Abe Noriaki","nozomi.test1@bayer.com","byl.0629.8149@docomo.ne.jp","+81-90-1581-3469","81(82)511-0666","YA006D6261","R&I","西日本","中国","安部 憲明","Abe Noriaki","81(82)511-0666","nozomi.test1@bayer.com","+81-90-1581-3469","byl.0629.8149@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-11-04T06:42:08.000Z","true"
"大阪市立大学医学部説明会","","MTG14-00004586","20141104072849","","20141104","20141104","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","ZZAR14","0.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","宮川 徹","Miyagawa Toru","81(75)229-6718","nozomi.test1@bayer.com","+81-80-1520-9748","byl.0729.9831@docomo.ne.jp","0.0","2000.0","0.0","0.0","","0.0","2014-11-04T07:28:49.000Z","true"
"慶応義塾大学医学部説明会","","MTG14-00004587","20141104080100","","20141105","20141105","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","ZZAR14","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","宮川 徹","Miyagawa Toru","81(75)229-6718","nozomi.test1@bayer.com","+81-80-1520-9748","byl.0729.9831@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-11-04T08:01:00.000Z","true"
"テスト説明会29141105","","MTG14-00004588","20141104075026","","20141105","20141105","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZALRM","0.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2014-11-04T07:50:26.000Z","false"
"東京大学ゼチーア説明会_20141216","","MTG14-00004589","20141105001946","","20141216","20141216","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","10.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-05T00:19:46.000Z","false"
"テスト","","MTG14-00004590","20150225053340","","20141106","20141106","0","イットリウム","","GDYA00201100","6831200","6844000","","10.0","0.0","0","WHD","京滋北陸","京滋北陸","竹内 紀和","Takeuchi Norikazu","nozomi.test1@bayer.com","byl.0629.8734@docomo.ne.jp","+81-90-1581-3415","81(3)6266-7884","YA006W4500","WHD","京滋北陸","京滋北陸","竹内 紀和","Takeuchi Norikazu","81(3)6266-7884","nozomi.test1@bayer.com","+81-90-1581-3415","byl.0629.8734@docomo.ne.jp","0.0","0.0","0.0","0.0","","0.0","2015-02-25T05:33:40.000Z","false"
"テスト外来講師20141104","テスト会合","MTG14-00004591","20141104082544","","20141107","20141107","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","","","0.0","0.0","0","ONH","西日本","東海２","宮川 徹","Miyagawa Toru","nozomi.test1@bayer.com","byl.0729.9831@docomo.ne.jp","+81-80-1520-9748","81(75)229-6718","YA00680000","ONH","西日本","東海２","宮川 徹","Miyagawa Toru","81(75)229-6718","nozomi.test1@bayer.com","+81-80-1520-9748","byl.0729.9831@docomo.ne.jp","10000.0","9000.0","10000.0","0.0","","0.0","2014-11-04T08:25:44.000Z","true"
"AAA講演会","AAA会議","MTG14-00004592","20141104082247","","20141105","20141106","0","アデスタン","G3YA16000003","GDYA16000003","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","宮川 徹","Miyagawa Toru","81(75)229-6718","nozomi.test1@bayer.com","+81-80-1520-9748","byl.0729.9831@docomo.ne.jp","0.0","1000000.0","0.0","0.0","","0.0","2014-11-04T08:22:47.000Z","false"
"テスト講演会","テスト講演会","MTG14-00004593","20141104082709","","20141105","20141105","0","イオパミロン","G3YA65200100","GDYA65200100","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","1.0E8","0.0","0.0","","0.0","2014-11-04T08:27:09.000Z","false"
"テスト講演会（11/5）","テスト","MTG14-00004594","20141105005031","","20141106","20141106","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","","","0.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","100000.0","0.0","0.0","","0.0","2014-11-05T00:50:31.000Z","true"
"テスト外来講師","テスト勉強会","MTG14-00004595","20141105003858","11/04勉強会","20141106","20141106","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6701000","","0.0","2.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","45000.0","5000.0","45000.0","0.0","","1.0","2014-11-05T00:38:58.000Z","false"
"テスト講演会20141111","練習講演会","MTG14-00004596","20141105004301","","20141111","20141111","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","10000.0","0.0","0.0","","1.0","2014-11-05T00:43:01.000Z","false"
"テスト講演会2","テスト講演会2","MTG14-00004597","20141105005731","","20141106","20141106","0","スチバーガ","G3YA00201350","GDYA00201350","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","100000.0","0.0","0.0","","1.0","2014-11-05T00:57:31.000Z","false"
"テスト説明会20141105","","MTG14-00004598","20141105013340","","20141105","20141105","0","イグザレルト","","GDYA00100705","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","10000.0","0.0","0.0","","0.0","2014-11-05T01:33:40.000Z","false"
"テスト説明会_20141106","","MTG14-00004599","20141105013636","","20141106","20141106","1","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","10.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-05T01:36:36.000Z","false"
"テスト説明会2_20141102","","MTG14-00004600","20141105062606","","20141102","20141102","1","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","10.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-05T06:26:06.000Z","false"
"練習外来講師20141106","練習","MTG14-00004601","20150127042825","","20141106","20141106","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6701000","","0.0","2.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","45000.0","5000.0","45000.0","0.0","","1.0","2015-01-27T04:28:25.000Z","false"
"テスト説明会2_20141102","","MTG14-00004602","20141105044511","","20141102","20141102","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","10.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","20000.0","0.0","0.0","","0.0","2014-11-05T04:45:11.000Z","false"
"練習説明会20141111","","MTG14-00004603","20141105050220","","20141111","20141111","1","イグザレルト","","GDYA00100705","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","2000.0","0.0","0.0","","0.0","2014-11-05T05:02:20.000Z","false"
"練習外来講師20141105","練習用講習","MTG14-00004604","20150213050326","","20141115","20141115","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6701000","","0.0","2.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","45000.0","5000.0","45000.0","0.0","テストホテル","1.0","2015-02-13T05:03:26.000Z","false"
"テスト説明会3_20141103","","MTG14-00004605","20141105073508","","20141103","20141103","0","ミレーナ","","GDYA00201700","6831200","6844000","","5.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","10000.0","0.0","0.0","","0.0","2014-11-05T07:35:08.000Z","false"
"テスト講演会3","テスト講演会3","MTG14-00004606","20141105055421","","20141106","20141107","0","イオパミロン","G3YA65200100","GDYA65200100","6831200","6844000","","10.0","0.0","0","ONH","西日本","東海２","阿部 衛","Abe Mamoru","nozomi.test1@bayer.com","byl.0858.1123@docomo.ne.jp","+81-80-8334-9982","","YA00680000","ONH","西日本","東海２","阿部 衛","Abe Mamoru","","nozomi.test1@bayer.com","+81-80-8334-9982","byl.0858.1123@docomo.ne.jp","0.0","100000.0","0.0","0.0","","0.0","2014-11-05T05:54:21.000Z","false"
"テスト説明会４（20141110）","","MTG14-00004607","20141105071314","","20141110","20141110","0","ゼチーア","","GDYA00100735","6831200","6844000","ZZARLM","7.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","nozomi.test1@bayer.com","byl.0673.6227@docomo.ne.jp","+81-90-1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","nozomi.test1@bayer.com","+81-90-1581-3319","byl.0673.6227@docomo.ne.jp","0.0","15000.0","0.0","0.0","","0.0","2014-11-05T07:13:14.000Z","false"
